title,url,url_id
Udinus Serahkan Aplikasi Pengelolaan Sampah Sikecik Pada Bank Sampah Kelurahan Krobokan,https://www.youtube.com/watch?v=2aVM5Nsxs74,2aVM5Nsxs74
Mahasiswa Udinus Gelar Campaign Jajanan Tempo Doloe,https://www.youtube.com/watch?v=lgRYSGBO71Q,lgRYSGBO71Q
MENDUNG TANPO UDAN - NDARBOY GENK (Cover By SENOXX) INAGURASI UDINUS 2021,https://www.youtube.com/watch?v=clipfab7820,clipfab7820
AKREDITASI A UDINUS,https://www.youtube.com/watch?v=licA1gI-LhE,licA1gI-LhE
CAMPUS CORNER - Mahasiswa Dan Alumni UDINUS Menceritakan Prospek Kerja Yang Sesuai Jurusan - SEG 3,https://www.youtube.com/watch?v=WWUo36a7m2w,WWUo36a7m2w
Prodi Kesehatan Lingkungan Udinus Raih Juara 1 Esai Nasional #DinusFMonScreen Eps. 23,https://www.youtube.com/watch?v=k6PMTVTs0YY,k6PMTVTs0YY
LIVE FULL KONSER DENNY CAKNAN DI SEMARANG MALAM INI BAWAKAN KALIH WELASKU DAN CRITO MUSTAHIL!,https://www.youtube.com/watch?v=6ClarU8bnDo,6ClarU8bnDo
UDINUS LULUS DENGAN PREDIKAT CUMLAUDE,https://www.youtube.com/watch?v=bU9Qf6Mvm2s,bU9Qf6Mvm2s
Udinus Ajak Mahasiswa Baru Tanam 4000 Mangrove,https://www.youtube.com/watch?v=0Dn3c8XtzeI,0Dn3c8XtzeI
FLASHBMOB - FEB UDINUS 2018/2019,https://www.youtube.com/watch?v=B7aw_hZYU8M,B7aw_hZYU8M
KUNJUNGAN ISI SURAKARTA KE UDINUS SEMARANG,https://www.youtube.com/watch?v=pwzGYILIcxg,pwzGYILIcxg
[LIVE] Special Talkshow - Mid Year Camp Program 2022 Udinus - UMT,https://www.youtube.com/watch?v=w3-NlwyOG5Y,w3-NlwyOG5Y
SBL 2022 10 FEBRUARI UDINUS VS UKSW (PA),https://www.youtube.com/watch?v=ydPqDEeNn3M,ydPqDEeNn3M
POMPROV PENCAK SILAT JATENG 2022 | JESISCA METHA [UMS] VS NUR IZZATUN [UDINUS],https://www.youtube.com/watch?v=u9aetXskpUo,u9aetXskpUo
BUNKASAI UDINUS 2019 BAND COMPETITION - KAKU BAND #bunkasaiudinus2019,https://www.youtube.com/watch?v=bDbtn9I6-Rs,bDbtn9I6-Rs
TRETAN MUSLIM JADI MUSUH NETIZEN??? [MUSLIM & COKI] - IEL University Series,https://www.youtube.com/watch?v=yZDYxBA2gEI,yZDYxBA2gEI
HIPMI Perguruan Tinggi Udinus Resmi Dilantik,https://www.youtube.com/watch?v=EQjHUFUd-MM,EQjHUFUd-MM
Hella Rotan - PSM Gita Dian Nuswa UDINUS Semarang,https://www.youtube.com/watch?v=ij5C_TntVy8,ij5C_TntVy8
DENNY CAKNAN LIVE UDINUS SEMARANG Feat SOUNDMAN DC MUSIC Abah Andre,https://www.youtube.com/shorts/1bSDcCvAYTY,1bSDcCvAYTY
"UDINUS 10 BESAR PTS TERBAIK NASIONAL, GANJAR UCAPKAN SELAMAT",https://www.youtube.com/watch?v=Gc9JD3XArpU,Gc9JD3XArpU
Yamko Rambe Yamko (arr. Agustinus Bambang Jusana) by Gita Dian Nuswa Choir,https://www.youtube.com/watch?v=zEoH6vciix8,zEoH6vciix8
GM Susanto Megaranto Hadiri Pembukaan Turnamen Catur Online Udinus Semarang,https://www.youtube.com/watch?v=c0F_zGvZrkw,c0F_zGvZrkw
Mahasiswa Udinus Berhasil Raih Emas di Kompetisi Nasional Cartesion,https://www.youtube.com/watch?v=oMNNf3Pr0FA,oMNNf3Pr0FA
